shot_id_number,power_of_shot,knockout_match,is_goal_x,home/away,type_of_shot,type_of_combined_shot,distance_of_shot_avg,remaining_min_1,opposing_team,match_id_n,area_of_shot_n,shot_basics_n,game_season_n
6069,1.0,0.0,1.0,1,0,shot - 1,20.0,74.2,672.0,7.0,5336.0,3290.0,563.0
6080,3.0,0.0,1.0,1,shot - 4,0,20.0,18.2,672.0,7.0,5336.0,3290.0,563.0
6082,3.0,0.0,0.0,1,shot - 4,0,20.0,7.0,672.0,7.0,5336.0,3290.0,563.0
6089,4.0,0.0,1.0,1,0,shot - 4,40.7,6.0,672.0,7.0,5336.0,3290.0,563.0
27406,1.0,1.0,1.0,0,0,shot - 4,20.0,11.0,672.0,7.0,5336.0,3290.0,563.0
27408,1.0,1.0,0.0,0,0,shot - 4,22.0,9.0,672.0,7.0,5336.0,3290.0,563.0
27411,2.0,1.0,1.0,0,shot - 39,0,20.0,75.64,672.0,7.0,5336.0,3290.0,563.0
27415,3.0,1.0,1.0,0,0,shot - 4,58.7,11.0,672.0,7.0,5336.0,3290.0,563.0
27420,3.0,1.0,1.0,0,shot - 39,0,21.0,6.0,672.0,7.0,5336.0,3290.0,563.0
27433,1.0,1.0,1.0,0,shot - 39,0,23.0,9.0,672.0,4.0,5336.0,3290.0,563.0
27434,1.0,1.0,0.0,0,0,shot - 4,21.0,7.0,672.0,4.0,5336.0,3290.0,563.0
27435,1.0,1.0,1.0,0,0,shot - 4,21.0,48.64,672.0,4.0,5336.0,3290.0,563.0
27439,3.0,1.0,0.0,0,shot - 46,0,22.0,7.0,672.0,4.0,5336.0,3290.0,563.0
27464,1.0,1.0,0.0,1,shot - 39,0,14.7,5.0,672.0,11.0,5336.0,3290.0,563.0
27466,1.0,1.0,0.0,1,shot - 39,0,20.0,0.0,672.0,11.0,5336.0,3290.0,563.0
27467,2.0,1.0,1.0,1,0,shot - 1,20.0,7.0,672.0,11.0,5336.0,3290.0,563.0
27491,1.0,1.0,0.0,0,0,shot - 4,21.0,5.0,672.0,11.0,5336.0,3290.0,563.0
27492,1.0,1.0,1.0,0,0,shot - 4,34.7,4.0,672.0,11.0,5336.0,3290.0,563.0
27516,1.0,1.0,0.0,1,shot - 39,0,20.0,7.0,672.0,8.0,5336.0,3290.0,563.0
27518,1.0,1.0,1.0,1,shot - 46,0,20.0,4.0,672.0,8.0,5336.0,3290.0,563.0
27520,1.0,1.0,1.0,1,0,shot - 4,20.0,1.0,672.0,8.0,5336.0,3290.0,563.0
27521,2.0,1.0,1.0,1,shot - 39,0,20.0,4.0,672.0,8.0,5336.0,3290.0,563.0
27531,4.0,1.0,1.0,1,0,shot - 4,20.0,6.0,672.0,8.0,5336.0,3290.0,563.0
27534,4.0,1.0,1.0,1,shot - 32,0,20.0,1.0,672.0,8.0,5336.0,3290.0,563.0
5380,3.0,0.0,1.0,1,shot - 4,0,20.0,44.64,584.0,4.0,5336.0,3290.0,563.0
5381,3.0,0.0,1.0,1,shot - 46,0,20.0,9.0,584.0,4.0,5336.0,3290.0,563.0
5546,3.0,0.0,0.0,0,shot - 39,0,20.0,6.0,584.0,8.0,5336.0,3290.0,563.0
5549,4.0,0.0,1.0,0,0,shot - 1,20.0,10.0,584.0,8.0,5336.0,3290.0,563.0
5553,4.0,0.0,0.0,0,0,shot - 4,20.0,6.0,584.0,8.0,5336.0,3290.0,563.0
5555,4.0,0.0,0.0,0,shot - 46,0,41.7,4.0,584.0,8.0,5336.0,3290.0,563.0
5702,1.0,0.0,1.0,0,shot - 46,0,20.0,126.7616,584.0,11.0,5336.0,3290.0,563.0
5705,1.0,0.0,1.0,0,shot - 39,0,20.0,67.64,584.0,11.0,5336.0,3290.0,563.0
5712,2.0,0.0,1.0,0,shot - 4,0,20.0,7.0,584.0,11.0,5336.0,3290.0,563.0
5716,3.0,0.0,1.0,0,0,shot - 4,20.0,10.0,584.0,11.0,5336.0,3290.0,563.0
5722,4.0,0.0,0.0,0,0,shot - 4,20.0,6.0,584.0,11.0,5336.0,3290.0,563.0
5724,4.0,0.0,1.0,0,0,shot - 4,20.0,3.0,584.0,11.0,5336.0,3290.0,563.0
5728,1.0,0.0,1.0,1,shot - 4,0,20.0,10.0,617.0,9.0,5336.0,3290.0,563.0
5729,1.0,0.0,1.0,1,shot - 7,0,20.0,9.0,617.0,9.0,5336.0,3290.0,563.0
5735,2.0,0.0,0.0,1,shot - 39,0,48.7,90.64,617.0,9.0,5336.0,3290.0,563.0
5739,3.0,0.0,1.0,1,shot - 39,0,20.0,10.0,617.0,9.0,5336.0,3290.0,563.0
5742,3.0,0.0,1.0,1,shot - 39,0,20.0,7.0,617.0,9.0,5336.0,3290.0,563.0
5748,4.0,0.0,1.0,1,shot - 39,0,28.2,11.0,617.0,9.0,5336.0,3290.0,563.0
5750,4.0,0.0,0.0,1,shot - 39,0,20.0,4.0,617.0,9.0,5336.0,3290.0,563.0
5947,1.0,0.0,1.0,1,shot - 18,0,20.0,8.0,617.0,9.0,5336.0,3290.0,563.0
5948,1.0,0.0,1.0,1,shot - 4,0,21.7,7.0,617.0,9.0,5336.0,3290.0,563.0
5950,1.0,0.0,0.0,1,0,shot - 4,20.0,2.0,617.0,9.0,5336.0,3290.0,563.0
5954,2.0,0.0,1.0,1,0,shot - 1,52.7,56.2,617.0,9.0,5336.0,3290.0,563.0
5960,3.0,0.0,0.0,1,0,shot - 4,20.0,6.0,617.0,9.0,5336.0,3290.0,563.0
5962,3.0,0.0,1.0,1,shot - 39,0,20.0,0.0,617.0,9.0,5336.0,3290.0,563.0
6146,4.0,0.0,0.0,0,0,shot - 4,59.7,8.0,617.0,1.0,5336.0,3290.0,563.0
6148,4.0,0.0,0.0,0,0,shot - 4,20.0,17.0,617.0,1.0,5336.0,3290.0,563.0
6149,4.0,0.0,0.0,0,shot - 4,0,20.0,94.2,617.0,1.0,5336.0,3290.0,563.0
5196,1.0,0.0,1.0,1,0,shot - 1,20.0,8.0,213.0,5.0,5336.0,3290.0,563.0
5197,1.0,0.0,0.0,1,shot - 39,0,20.0,7.0,213.0,5.0,5336.0,3290.0,563.0
5201,2.0,0.0,1.0,1,shot - 39,0,20.0,2.0,213.0,5.0,5336.0,3290.0,563.0
5209,4.0,0.0,0.0,1,shot - 36,0,23.0,3.0,213.0,5.0,5336.0,3290.0,563.0
5210,4.0,0.0,0.0,1,shot - 39,0,58.2,3.0,213.0,5.0,5336.0,3290.0,563.0
5849,3.0,0.0,1.0,0,shot - 39,0,20.0,45.2,213.0,9.0,5336.0,3290.0,563.0
5851,3.0,0.0,0.0,0,shot - 39,0,20.0,4.0,213.0,9.0,5336.0,3290.0,563.0
5857,4.0,0.0,1.0,0,0,shot - 4,18.364,47.64,213.0,9.0,5336.0,3290.0,563.0
5861,4.0,0.0,1.0,0,shot - 39,0,20.0,1.0,213.0,9.0,5336.0,3290.0,563.0
5862,4.0,0.0,0.0,0,shot - 39,0,20.0,1.0,213.0,9.0,5336.0,3290.0,563.0
5045,1.0,0.0,0.0,1,0,shot - 4,24.2,107.64,493.0,6.0,5336.0,3290.0,563.0
5049,3.0,0.0,1.0,1,shot - 4,0,20.0,10.0,493.0,6.0,5336.0,3290.0,563.0
5050,3.0,0.0,0.0,1,0,shot - 4,20.0,9.0,493.0,6.0,5336.0,3290.0,563.0
5054,3.0,0.0,0.0,1,shot - 18,0,20.0,4.0,493.0,6.0,5336.0,3290.0,563.0
5055,3.0,0.0,1.0,1,shot - 4,0,20.0,42.64,493.0,6.0,5336.0,3290.0,563.0
5404,1.0,0.0,1.0,0,0,shot - 1,20.0,4.0,493.0,8.0,5336.0,3290.0,563.0
5405,2.0,0.0,1.0,0,shot - 12,0,20.0,6.0,493.0,8.0,5336.0,3290.0,563.0
5406,2.0,0.0,0.0,0,0,shot - 4,22.0,4.0,493.0,8.0,5336.0,3290.0,563.0
5410,3.0,0.0,1.0,0,shot - 1,0,54.2,8.0,493.0,8.0,5336.0,3290.0,563.0
5411,3.0,0.0,0.0,0,0,shot - 4,22.0,95.64,493.0,8.0,5336.0,3290.0,563.0
5412,3.0,0.0,1.0,0,shot - 4,0,20.0,54.64,493.0,8.0,5336.0,3290.0,563.0
5413,3.0,0.0,0.0,0,0,shot - 4,20.0,4.0,493.0,8.0,5336.0,3290.0,563.0
5416,4.0,0.0,1.0,0,0,shot - 1,28.2,6.0,493.0,8.0,5336.0,3290.0,563.0
5645,2.0,0.0,1.0,0,0,shot - 4,20.0,9.0,493.0,10.0,5336.0,3290.0,563.0
5647,2.0,0.0,1.0,0,shot - 46,0,21.0,6.0,493.0,10.0,5336.0,3290.0,563.0
5649,3.0,0.0,1.0,0,0,shot - 1,20.0,11.0,493.0,10.0,5336.0,3290.0,563.0
5651,3.0,0.0,1.0,0,shot - 39,0,20.0,76.64,493.0,10.0,5336.0,3290.0,563.0
5655,3.0,0.0,1.0,0,0,shot - 4,20.0,51.64,493.0,10.0,5336.0,3290.0,563.0
6151,1.0,0.0,0.0,1,0,shot - 4,20.0,11.0,493.0,8.0,5336.0,3290.0,563.0
6153,1.0,0.0,1.0,1,shot - 12,0,20.0,8.0,493.0,8.0,5336.0,3290.0,563.0
6157,1.0,0.0,1.0,1,shot - 15,0,20.0,2.0,493.0,8.0,5336.0,3290.0,563.0
6161,2.0,0.0,1.0,1,shot - 4,0,20.0,45.64,493.0,8.0,5336.0,3290.0,563.0
6165,2.0,0.0,1.0,1,shot - 4,0,20.0,0.0,493.0,8.0,5336.0,3290.0,563.0
6178,4.0,0.0,1.0,1,0,shot - 1,20.0,0.0,493.0,8.0,5336.0,3290.0,563.0
5520,2.0,0.0,1.0,0,shot - 46,0,20.0,69.64,516.0,6.0,5336.0,3290.0,563.0
5521,2.0,0.0,1.0,0,0,shot - 1,20.0,7.0,516.0,6.0,5336.0,3290.0,563.0
5525,2.0,0.0,1.0,0,shot - 32,0,20.0,94.2,516.0,6.0,5336.0,3290.0,563.0
5526,3.0,0.0,1.0,0,shot - 4,0,20.0,10.0,516.0,6.0,5336.0,3290.0,563.0
5821,1.0,0.0,0.0,0,0,shot - 4,55.2,5.0,516.0,6.0,5336.0,3290.0,563.0
5824,2.0,0.0,0.0,0,0,shot - 5,20.0,8.0,516.0,6.0,5336.0,3290.0,563.0
5827,2.0,0.0,0.0,0,0,shot - 4,20.0,5.0,516.0,6.0,5336.0,3290.0,563.0
5831,3.0,0.0,1.0,0,shot - 46,0,20.0,10.0,516.0,6.0,5336.0,3290.0,563.0
5835,3.0,0.0,1.0,0,shot - 39,0,20.0,4.0,516.0,6.0,5336.0,3290.0,563.0
5967,1.0,0.0,1.0,1,shot - 12,0,20.0,11.0,516.0,11.0,5336.0,3290.0,563.0
5976,2.0,0.0,1.0,1,shot - 4,0,21.0,97.64,516.0,11.0,5336.0,3290.0,563.0
5979,3.0,0.0,1.0,1,0,shot - 4,20.0,10.0,516.0,11.0,5336.0,3290.0,563.0
5980,3.0,0.0,1.0,1,0,shot - 4,20.0,96.64,516.0,11.0,5336.0,3290.0,563.0
27538,1.0,1.0,1.0,0,0,shot - 4,59.7,0.0,516.0,8.0,5336.0,3290.0,563.0
27541,2.0,1.0,1.0,0,0,shot - 4,20.0,9.0,516.0,8.0,5336.0,3290.0,563.0
27543,2.0,1.0,0.0,0,0,shot - 4,20.0,0.0,516.0,8.0,5336.0,3290.0,563.0
27553,4.0,1.0,1.0,0,shot - 39,0,20.0,7.0,516.0,8.0,5336.0,3290.0,563.0
27559,1.0,1.0,1.0,0,0,shot - 4,20.0,6.0,516.0,8.0,5336.0,3290.0,563.0
27561,1.0,1.0,1.0,0,0,shot - 4,20.0,100.2,516.0,8.0,5336.0,3290.0,563.0
27570,3.0,1.0,1.0,0,shot - 39,0,20.0,7.0,516.0,8.0,5336.0,3290.0,563.0
27594,1.0,1.0,0.0,1,0,shot - 4,20.0,3.0,516.0,8.0,5336.0,3290.0,563.0
27596,2.0,1.0,1.0,1,shot - 4,0,20.0,119.64,516.0,8.0,5336.0,3290.0,563.0
27602,3.0,1.0,0.0,1,shot - 39,0,20.0,43.64,516.0,8.0,5336.0,3290.0,563.0
27606,3.0,1.0,1.0,1,shot - 46,0,20.0,5.0,516.0,8.0,5336.0,3290.0,563.0
27614,4.0,1.0,1.0,1,0,shot - 4,20.0,3.0,516.0,8.0,5336.0,3290.0,563.0
27617,1.0,1.0,0.0,0,0,shot - 3,23.0,87.64,516.0,7.0,5336.0,3290.0,563.0
27630,4.0,1.0,1.0,0,shot - 4,0,20.0,5.0,516.0,7.0,5336.0,3290.0,563.0
27631,4.0,1.0,1.0,0,0,shot - 4,20.0,76.2,516.0,7.0,5336.0,3290.0,563.0
27635,1.0,1.0,1.0,1,0,shot - 1,20.0,11.0,516.0,5.0,5336.0,3290.0,563.0
27636,1.0,1.0,1.0,1,0,shot - 4,20.0,8.0,516.0,5.0,5336.0,3290.0,563.0
27648,4.0,1.0,1.0,1,shot - 4,0,20.0,7.0,516.0,5.0,5336.0,3290.0,563.0
5256,1.0,0.0,0.0,1,shot - 39,0,24.2,7.0,237.0,4.0,5336.0,3290.0,563.0
5257,1.0,0.0,1.0,1,shot - 4,0,20.0,6.0,237.0,4.0,5336.0,3290.0,563.0
5258,1.0,0.0,0.0,1,0,shot - 4,41.7,5.0,237.0,4.0,5336.0,3290.0,563.0
5263,2.0,0.0,1.0,1,0,shot - 4,20.0,3.0,237.0,4.0,5336.0,3290.0,563.0
5468,3.0,0.0,1.0,0,0,shot - 4,20.0,4.0,297.0,10.0,5336.0,3290.0,563.0
5475,3.0,0.0,1.0,0,shot - 39,0,54.2,3.0,297.0,10.0,5336.0,3290.0,563.0
5478,4.0,0.0,1.0,0,0,shot - 1,20.0,7.0,297.0,10.0,5336.0,3290.0,563.0
5483,4.0,0.0,0.0,0,0,shot - 4,22.0,2.0,297.0,10.0,5336.0,3290.0,563.0
5601,1.0,0.0,1.0,1,0,shot - 4,20.0,2.0,297.0,5.0,5336.0,3290.0,563.0
5602,2.0,0.0,1.0,1,shot - 4,0,20.0,11.0,297.0,5.0,5336.0,3290.0,563.0
5604,2.0,0.0,0.0,1,0,shot - 4,20.0,21.64,297.0,5.0,5336.0,3290.0,563.0
5608,3.0,0.0,0.0,1,0,shot - 4,20.0,10.0,297.0,5.0,5336.0,3290.0,563.0
5611,3.0,0.0,1.0,1,0,shot - 4,33.2,7.0,297.0,5.0,5336.0,3290.0,563.0
6049,1.0,0.0,0.0,0,0,shot - 4,22.0,41.64,297.0,6.0,5336.0,3290.0,563.0
6053,2.0,0.0,0.0,0,shot - 3,0,23.0,4.0,297.0,6.0,5336.0,3290.0,563.0
6054,2.0,0.0,1.0,0,0,shot - 1,20.0,3.0,297.0,6.0,5336.0,3290.0,563.0
6060,4.0,0.0,1.0,0,shot - 18,0,23.0,58.64,297.0,6.0,5336.0,3290.0,563.0
5296,3.0,0.0,1.0,0,shot - 46,0,20.0,11.0,443.0,7.0,5336.0,3290.0,563.0
5299,3.0,0.0,0.0,0,0,shot - 4,41.7,5.0,443.0,7.0,5336.0,3290.0,563.0
5302,3.0,0.0,1.0,0,shot - 46,0,28.7,3.0,443.0,7.0,5336.0,3290.0,563.0
5305,4.0,0.0,1.0,0,shot - 39,0,50.7,4.0,443.0,7.0,5336.0,3290.0,563.0
5306,4.0,0.0,0.0,0,shot - 39,0,20.0,80.64,443.0,7.0,5336.0,3290.0,563.0
5307,4.0,0.0,0.0,0,shot - 4,0,20.0,3.0,443.0,7.0,5336.0,3290.0,563.0
5343,1.0,0.0,0.0,1,0,shot - 4,20.0,6.0,443.0,3.0,5336.0,3290.0,563.0
5355,3.0,0.0,0.0,1,0,shot - 4,20.0,0.0,443.0,3.0,5336.0,3290.0,563.0
5357,4.0,0.0,1.0,1,shot - 46,0,20.0,97.2,443.0,3.0,5336.0,3290.0,563.0
5661,1.0,0.0,1.0,1,0,shot - 4,20.0,10.0,259.0,5.0,5336.0,3290.0,563.0
5667,2.0,0.0,1.0,1,shot - 46,0,20.0,8.0,259.0,5.0,5336.0,3290.0,563.0
5669,2.0,0.0,1.0,1,0,shot - 4,20.0,3.0,259.0,5.0,5336.0,3290.0,563.0
5672,4.0,0.0,1.0,1,shot - 39,0,20.0,8.0,259.0,5.0,5336.0,3290.0,563.0
5147,1.0,0.0,1.0,1,0,shot - 1,20.0,11.0,246.0,6.0,5336.0,3290.0,563.0
5148,1.0,0.0,1.0,1,0,shot - 1,20.0,9.0,246.0,6.0,5336.0,3290.0,563.0
5150,1.0,0.0,1.0,1,0,shot - 4,20.0,6.0,246.0,6.0,5336.0,3290.0,563.0
5151,2.0,0.0,0.0,1,0,shot - 4,20.0,0.0,246.0,6.0,5336.0,3290.0,563.0
5168,1.0,0.0,0.0,0,shot - 39,0,20.0,5.0,246.0,2.0,5336.0,3290.0,563.0
5175,3.0,0.0,0.0,0,shot - 39,0,46.36400000000001,11.0,246.0,2.0,5336.0,3290.0,563.0
5177,3.0,0.0,1.0,0,0,shot - 4,20.0,7.0,246.0,2.0,5336.0,3290.0,563.0
27665,3.0,1.0,0.0,1,shot - 39,0,20.0,63.64,246.0,5.0,5336.0,3290.0,563.0
27679,1.0,1.0,1.0,1,0,shot - 1,20.0,4.0,246.0,13.0,5336.0,3290.0,563.0
27682,2.0,1.0,1.0,1,shot - 39,0,20.0,3.0,246.0,13.0,5336.0,3290.0,563.0
27685,2.0,1.0,1.0,1,0,shot - 1,20.0,0.0,246.0,13.0,5336.0,3290.0,563.0
27693,4.0,1.0,1.0,1,shot - 39,0,20.0,7.0,246.0,13.0,5336.0,3290.0,563.0
27695,4.0,1.0,1.0,1,shot - 4,0,20.0,43.64,246.0,13.0,5336.0,3290.0,563.0
27698,4.0,1.0,1.0,1,shot - 32,0,20.0,2.0,246.0,13.0,5336.0,3290.0,563.0
27704,5.0,1.0,0.0,1,0,shot - 4,20.0,42.64,246.0,13.0,5336.0,3290.0,563.0
27716,4.0,1.0,1.0,0,shot - 56,0,20.0,7.0,246.0,4.0,5336.0,3290.0,563.0
27721,1.0,1.0,1.0,0,shot - 39,0,20.0,9.0,246.0,7.0,5336.0,3290.0,563.0
27731,2.0,1.0,0.0,0,shot - 39,0,19.2,0.0,246.0,7.0,5336.0,3290.0,563.0
27737,3.0,1.0,1.0,0,shot - 39,0,18.2,2.0,246.0,7.0,5336.0,3290.0,563.0
27742,4.0,1.0,1.0,0,0,shot - 4,20.0,64.64,246.0,7.0,5336.0,3290.0,563.0
27747,1.0,1.0,0.0,0,0,shot - 4,20.0,4.0,246.0,6.0,5336.0,3290.0,563.0
27749,1.0,1.0,1.0,0,0,shot - 4,20.0,1.0,246.0,6.0,5336.0,3290.0,563.0
27752,2.0,1.0,0.0,0,shot - 39,0,20.0,74.64,246.0,6.0,5336.0,3290.0,563.0
27756,3.0,1.0,1.0,0,0,shot - 1,20.0,9.0,246.0,6.0,5336.0,3290.0,563.0
27758,3.0,1.0,1.0,0,0,shot - 1,20.0,5.0,246.0,6.0,5336.0,3290.0,563.0
27761,3.0,1.0,0.0,0,shot - 39,0,20.0,0.0,246.0,6.0,5336.0,3290.0,563.0
27762,4.0,1.0,1.0,0,shot - 4,0,20.0,89.64,246.0,6.0,5336.0,3290.0,563.0
5063,2.0,0.0,1.0,0,0,shot - 4,20.0,1.0,197.0,7.0,5336.0,3290.0,563.0
5065,3.0,0.0,1.0,0,0,shot - 5,20.0,8.0,197.0,7.0,5336.0,3290.0,563.0
5066,3.0,0.0,1.0,0,0,shot - 4,20.0,2.0,197.0,7.0,5336.0,3290.0,563.0
5067,3.0,0.0,0.0,0,0,shot - 4,20.0,47.64,197.0,7.0,5336.0,3290.0,563.0
5929,1.0,0.0,0.0,1,shot - 39,0,20.0,8.0,197.0,5.0,5336.0,3290.0,563.0
5932,2.0,0.0,1.0,1,0,shot - 4,58.7,3.0,197.0,5.0,5336.0,3290.0,563.0
5935,3.0,0.0,0.0,1,0,shot - 4,26.7,7.0,197.0,5.0,5336.0,3290.0,563.0
5936,3.0,0.0,1.0,1,shot - 39,0,20.0,6.0,197.0,5.0,5336.0,3290.0,563.0
5937,3.0,0.0,1.0,1,0,shot - 4,20.0,5.0,197.0,5.0,5336.0,3290.0,563.0
5940,4.0,0.0,0.0,1,shot - 39,0,34.364000000000004,102.64,197.0,5.0,5336.0,3290.0,563.0
5136,1.0,0.0,1.0,1,shot - 39,0,20.0,10.0,240.0,3.0,5336.0,3290.0,563.0
5141,3.0,0.0,0.0,1,shot - 39,0,20.0,67.64,240.0,3.0,5336.0,3290.0,563.0
5146,4.0,0.0,1.0,1,shot - 39,0,20.0,8.0,240.0,3.0,5336.0,3290.0,563.0
5392,1.0,0.0,1.0,1,0,shot - 4,20.0,101.2,654.0,1.0,5336.0,3290.0,563.0
5394,2.0,0.0,0.0,1,0,shot - 4,20.0,0.0,654.0,1.0,5336.0,3290.0,563.0
5395,3.0,0.0,0.0,1,0,shot - 5,53.2,10.0,654.0,1.0,5336.0,3290.0,563.0
5400,4.0,0.0,0.0,1,0,shot - 5,20.0,75.2,654.0,1.0,5336.0,3290.0,563.0
5401,4.0,0.0,0.0,1,0,shot - 5,20.0,9.0,654.0,1.0,5336.0,3290.0,563.0
5678,1.0,0.0,1.0,0,0,shot - 4,20.0,10.0,654.0,13.0,5336.0,3290.0,563.0
5680,1.0,0.0,0.0,0,shot - 39,0,20.0,5.0,654.0,13.0,5336.0,3290.0,563.0
5685,2.0,0.0,1.0,0,0,shot - 4,20.0,9.0,654.0,13.0,5336.0,3290.0,563.0
5691,3.0,0.0,1.0,0,shot - 46,0,45.7,9.0,654.0,13.0,5336.0,3290.0,563.0
5693,3.0,0.0,1.0,0,0,shot - 4,20.0,6.0,654.0,13.0,5336.0,3290.0,563.0
5694,3.0,0.0,1.0,0,shot - 4,0,20.0,0.0,654.0,13.0,5336.0,3290.0,563.0
5695,4.0,0.0,1.0,0,0,shot - 4,20.0,93.64,654.0,13.0,5336.0,3290.0,563.0
5696,4.0,0.0,1.0,0,shot - 39,0,53.2,10.0,654.0,13.0,5336.0,3290.0,563.0
5697,4.0,0.0,1.0,0,shot - 39,0,20.0,9.0,654.0,13.0,5336.0,3290.0,563.0
5701,4.0,0.0,1.0,0,shot - 55,0,62.7,0.0,654.0,13.0,5336.0,3290.0,563.0
5578,1.0,0.0,0.0,1,0,shot - 4,20.0,3.0,214.0,3.0,5336.0,3290.0,563.0
5579,1.0,0.0,1.0,1,shot - 51,0,22.0,2.0,214.0,3.0,5336.0,3290.0,563.0
5580,1.0,0.0,0.0,1,0,shot - 4,20.0,39.64,214.0,3.0,5336.0,3290.0,563.0
5581,1.0,0.0,1.0,1,0,shot - 4,20.0,0.0,214.0,3.0,5336.0,3290.0,563.0
5781,3.0,0.0,1.0,0,0,shot - 1,20.0,3.0,175.0,4.0,5336.0,3290.0,563.0
5183,1.0,0.0,1.0,0,0,shot - 4,20.0,9.0,256.0,7.0,5336.0,3290.0,563.0
5187,1.0,0.0,0.0,0,0,shot - 4,17.7,5.0,256.0,7.0,5336.0,3290.0,563.0
5188,1.0,0.0,0.0,0,shot - 39,0,60.7,5.0,256.0,7.0,5336.0,3290.0,563.0
5189,1.0,0.0,1.0,0,0,shot - 4,20.0,2.0,256.0,7.0,5336.0,3290.0,563.0
5193,2.0,0.0,0.0,0,shot - 39,0,20.0,51.64,256.0,7.0,5336.0,3290.0,563.0
5194,3.0,0.0,1.0,0,shot - 39,0,20.0,5.0,256.0,7.0,5336.0,3290.0,563.0
5326,1.0,0.0,1.0,1,shot - 32,0,20.0,9.0,256.0,6.0,5336.0,3290.0,563.0
5329,1.0,0.0,0.0,1,shot - 39,0,22.0,4.0,256.0,6.0,5336.0,3290.0,563.0
5330,2.0,0.0,1.0,1,shot - 4,0,20.0,11.0,256.0,6.0,5336.0,3290.0,563.0
5334,2.0,0.0,1.0,1,0,shot - 4,20.0,6.0,256.0,6.0,5336.0,3290.0,563.0
5338,3.0,0.0,0.0,1,0,shot - 4,20.0,9.0,256.0,6.0,5336.0,3290.0,563.0
5234,1.0,0.0,1.0,1,shot - 28,0,20.0,17.0,204.0,5.0,5336.0,3290.0,563.0
5237,2.0,0.0,1.0,1,0,shot - 4,20.0,49.2,204.0,5.0,5336.0,3290.0,563.0
5241,3.0,0.0,1.0,1,shot - 18,0,89.4,5.0,204.0,5.0,5336.0,3290.0,563.0
5757,1.0,0.0,1.0,0,shot - 4,0,21.0,78.64,204.0,7.0,5336.0,3290.0,563.0
5763,3.0,0.0,0.0,0,0,shot - 4,20.0,107.64,204.0,7.0,5336.0,3290.0,563.0
5770,4.0,0.0,0.0,0,0,shot - 3,23.0,7.0,204.0,7.0,5336.0,3290.0,563.0
5771,4.0,0.0,0.0,0,0,shot - 3,23.0,6.0,204.0,7.0,5336.0,3290.0,563.0
5866,2.0,0.0,0.0,1,0,shot - 4,20.0,4.0,246.0,12.0,5336.0,3290.0,563.0
5873,3.0,0.0,1.0,1,shot - 39,0,20.0,7.0,246.0,12.0,5336.0,3290.0,563.0
5877,4.0,0.0,1.0,1,0,shot - 1,20.0,33.64,246.0,12.0,5336.0,3290.0,563.0
5888,5.0,0.0,1.0,1,0,shot - 4,20.0,4.0,246.0,12.0,5336.0,3290.0,563.0
5556,1.0,0.0,0.0,1,shot - 39,0,20.0,10.0,192.0,9.0,5336.0,3290.0,563.0
5562,1.0,0.0,1.0,1,0,shot - 4,20.0,0.0,192.0,9.0,5336.0,3290.0,563.0
5566,2.0,0.0,0.0,1,0,shot - 4,20.0,4.0,192.0,9.0,5336.0,3290.0,563.0
5567,2.0,0.0,1.0,1,0,shot - 4,20.0,3.0,192.0,9.0,5336.0,3290.0,563.0
5569,2.0,0.0,0.0,1,0,shot - 4,20.0,1.0,192.0,9.0,5336.0,3290.0,563.0
5570,3.0,0.0,1.0,1,shot - 12,0,20.0,11.0,192.0,9.0,5336.0,3290.0,563.0
5572,3.0,0.0,0.0,1,shot - 56,0,20.0,9.0,192.0,9.0,5336.0,3290.0,563.0
5123,1.0,0.0,0.0,0,shot - 39,0,20.0,5.0,375.0,4.0,5336.0,3290.0,563.0
5125,2.0,0.0,1.0,0,shot - 32,0,20.0,7.0,375.0,4.0,5336.0,3290.0,563.0
5128,4.0,0.0,1.0,0,shot - 4,0,20.0,8.0,375.0,4.0,5336.0,3290.0,563.0
5130,4.0,0.0,1.0,0,shot - 4,0,20.0,52.64,375.0,4.0,5336.0,3290.0,563.0
5131,4.0,0.0,0.0,0,shot - 39,0,20.0,5.0,375.0,4.0,5336.0,3290.0,563.0
5133,4.0,0.0,1.0,0,shot - 15,0,36.7,3.0,375.0,4.0,5336.0,3290.0,563.0
5216,1.0,0.0,0.0,1,shot - 4,0,20.0,114.2,375.0,6.0,5336.0,3290.0,563.0
6114,1.0,0.0,1.0,1,0,shot - 4,20.0,40.2,375.0,8.0,5336.0,3290.0,563.0
6116,1.0,0.0,0.0,1,shot - 39,0,20.0,7.0,375.0,8.0,5336.0,3290.0,563.0
6117,1.0,0.0,0.0,1,shot - 39,0,20.0,5.0,375.0,8.0,5336.0,3290.0,563.0
6118,1.0,0.0,0.0,1,0,shot - 4,33.7,2.0,375.0,8.0,5336.0,3290.0,563.0
6120,1.0,0.0,0.0,1,0,shot - 4,20.0,1.0,375.0,8.0,5336.0,3290.0,563.0
6123,2.0,0.0,1.0,1,shot - 4,0,20.0,78.64,375.0,8.0,5336.0,3290.0,563.0
6125,2.0,0.0,1.0,1,shot - 4,0,36.7,4.0,375.0,8.0,5336.0,3290.0,563.0
6126,2.0,0.0,1.0,1,shot - 12,0,63.2,50.64,375.0,8.0,5336.0,3290.0,563.0
6129,3.0,0.0,0.0,1,shot - 56,0,20.0,8.0,375.0,8.0,5336.0,3290.0,563.0
