,shot_id_number,power_of_shot,knockout_match,game_season,is_goal,area_of_shot,shot_basics,date_of_game,home/away,lat/lng,type_of_shot,type_of_combined_shot,match_id,distance_of_shot_avg,remaining_min_1
6886,6887,3.0,0.0,2004-05,0.0,Left Side Center(LC),Penalty Spot,2005-01-10,MIN,0,shot - 15,0,20400494,45.0,10.0
6887,6888,3.0,0.0,2004-05,0.0,Left Side Center(LC),Mid Range,2005-01-10,MIN,0,0,shot - 3,20400494,38.0,9.0
6888,6889,3.0,0.0,2004-05,0.0,Left Side Center(LC),Mid Range,2005-01-10,MIN,0,shot - 12,0,20400494,38.0,7.0
6889,6890,3.0,0.0,2004-05,0.0,Left Side Center(LC),Penalty Spot,2005-01-10,MIN,0,0,shot - 3,20400494,46.0,5.0
6890,6891,3.0,0.0,2004-05,1.0,Left Side Center(LC),U,2005-01-10,MIN,0,shot - 51,0,20400494,44.0,71.64
6891,6892,3.0,0.0,2004-05,0.0,Center(C),Penalty Spot,2005-01-10,MIN,0,0,shot - 3,20400494,44.0,24.64
6892,6893,3.0,0.0,2004-05,0.0,Right Side Center(RC),Penalty Spot,2005-01-10,MIN,0,shot - 1,0,20400494,48.7,0.0
6893,6894,4.0,0.0,2004-05,0.0,Center(C),Goal Area,2005-01-10,MIN,0,0,shot - 4,20400494,20.0,2.0
6894,6895,4.0,0.0,2004-05,1.0,Left Side Center(LC),U,2005-01-10,MIN,0,shot - 40,0,20400494,70.2,1.0
6895,6896,1.0,0.0,2004-05,1.0,Center(C),Goal Area,2005-01-12,DEN,0,0,shot - 4,20400512,20.0,11.0
6896,6897,1.0,0.0,2004-05,1.0,Right Side(R),Mid Range,2005-01-12,DEN,0,0,shot - 3,20400512,37.0,5.0
6897,6898,1.0,0.0,2004-05,0.0,Left Side(L),Left Corner,2005-01-12,DEN,0,0,shot - 3,20400512,43.0,3.0
6898,6899,1.0,0.0,2004-05,1.0,Left Side Center(LC),Penalty Spot,2005-01-12,DEN,0,0,shot - 3,20400512,44.0,26.64
6899,6900,1.0,0.0,2004-05,0.0,Left Side Center(LC),Penalty Spot,2005-01-12,DEN,0,0,shot - 3,20400512,45.0,0.0
6901,6902,2.0,0.0,2004-05,0.0,Left Side Center(LC),Penalty Spot,2005-01-12,DEN,0,shot - 25,0,20400512,47.0,10.0
6903,6904,2.0,0.0,2004-05,0.0,Right Side(R),Mid Range,2005-01-12,DEN,0,0,shot - 3,20400512,58.7,3.0
6904,6905,3.0,0.0,2004-05,1.0,Right Side(R),Goal Line,2005-01-12,DEN,0,shot - 44,0,20400512,32.2,11.0
6905,6906,3.0,0.0,2004-05,0.0,Left Side(L),Left Corner,2005-01-12,DEN,0,0,shot - 3,20400512,42.0,7.0
6906,6907,3.0,0.0,2004-05,0.0,Right Side Center(RC),Penalty Spot,2005-01-12,DEN,0,shot - 29,0,20400512,46.0,4.0
6908,6909,4.0,0.0,2004-05,0.0,Right Side Center(RC),Penalty Spot,2005-01-12,DEN,0,0,shot - 3,20400512,47.0,6.0
6910,6911,1.0,0.0,2004-05,1.0,Left Side Center(LC),Mid Range,2005-01-13,CLE,1,shot - 52,0,20400518,37.0,10.0
6911,6912,1.0,0.0,2004-05,0.0,Left Side(L),Mid Range,2005-02-13,CLE,0,0,shot - 3,20400746,45.364,48.2
6914,6915,1.0,0.0,2004-05,0.0,Center(C),Goal Line,2005-02-13,CLE,0,0,shot - 3,20400746,24.0,92.2
6915,6916,1.0,0.0,2004-05,0.0,Center(C),Goal Area,2005-02-13,CLE,0,shot - 39,0,20400746,21.0,5.0
6916,6917,1.0,0.0,2004-05,1.0,Center(C),Goal Area,2005-02-13,CLE,0,shot - 4,0,20400746,20.0,4.0
6918,6919,1.0,0.0,2004-05,1.0,Right Side Center(RC),Penalty Spot,2005-02-13,CLE,0,shot - 13,0,20400746,45.0,0.0
6919,6920,2.0,0.0,2004-05,1.0,Right Side Center(RC),Mid Range,2005-02-13,CLE,0,shot - 29,0,20400746,42.0,20.64
6920,6921,2.0,0.0,2004-05,1.0,Left Side(L),Mid Range,2005-02-13,CLE,0,shot - 52,0,20400746,41.0,1.0
6921,6922,2.0,0.0,2004-05,1.0,Center(C),Goal Area,2005-02-13,CLE,0,0,shot - 4,20400746,29.7,0.0
6922,6923,3.0,0.0,2004-05,0.0,Right Side(R),Mid Range,2005-02-13,CLE,0,shot - 54,0,20400746,42.7,0.0
6923,6924,3.0,0.0,2004-05,0.0,Right Side(R),Mid Range,2005-02-13,CLE,0,0,shot - 3,20400746,32.0,11.0
6924,6925,3.0,0.0,2004-05,0.0,Right Side(R),Right Corner,2005-02-13,CLE,0,shot - 50,0,20400746,43.0,111.2
6925,6926,3.0,0.0,2004-05,0.0,Center(C),Goal Area,2005-02-13,CLE,0,shot - 4,0,20400746,20.0,107.64
6926,6927,3.0,0.0,2004-05,0.0,Center(C),Goal Area,2005-02-13,CLE,0,0,shot - 4,20400746,21.0,70.64
6927,6928,3.0,0.0,2004-05,0.0,Center(C),Goal Area,2005-02-13,CLE,0,shot - 39,0,20400746,21.0,1.0
6928,6929,3.0,0.0,2004-05,1.0,Center(C),Goal Area,2005-02-13,CLE,0,0,shot - 1,20400746,21.0,0.0
6930,6931,4.0,0.0,2004-05,0.0,Left Side Center(LC),Penalty Spot,2005-02-13,CLE,0,0,shot - 3,20400746,45.0,8.0
6931,6932,4.0,0.0,2004-05,0.0,Center(C),Goal Line,2005-02-13,CLE,0,0,shot - 3,20400746,24.0,83.2
6932,6933,4.0,0.0,2004-05,0.0,Right Side Center(RC),Penalty Spot,2005-02-13,CLE,0,shot - 36,0,20400746,44.0,68.64
6933,6934,1.0,0.0,2004-05,1.0,Center(C),Goal Line,2005-02-15,UTA,1,0,shot - 4,20400767,25.0,8.0
6934,6935,1.0,0.0,2004-05,0.0,Left Side Center(LC),Mid Range,2005-02-15,UTA,1,shot - 6,0,20400767,58.86400000000001,6.0
6935,6936,1.0,0.0,2004-05,1.0,U,Goal Area,2005-02-15,UTA,1,0,shot - 4,20400767,20.0,5.0
6936,6937,1.0,0.0,2004-05,1.0,Right Side(R),Mid Range,2005-02-15,UTA,1,0,shot - 3,20400767,36.0,5.0
6937,6938,2.0,0.0,2004-05,0.0,Center(C),Penalty Spot,2005-02-15,UTA,1,shot - 36,0,20400767,45.0,95.2
6938,6939,2.0,0.0,2004-05,1.0,Left Side(L),Mid Range,2005-02-15,UTA,1,0,shot - 3,20400767,39.0,8.0
6939,6940,2.0,0.0,2004-05,1.0,Center(C),Goal Area,2005-02-15,UTA,1,0,shot - 4,20400767,20.0,7.0
6941,6942,2.0,0.0,2004-05,1.0,Center(C),Goal Area,2005-02-15,UTA,1,0,shot - 1,20400767,20.0,3.0
6942,6943,2.0,0.0,2004-05,0.0,Center(C),Penalty Spot,2005-02-15,UTA,1,shot - 12,0,20400767,53.4,3.0
6945,6946,3.0,0.0,2004-05,1.0,U,Mid Range,2005-02-15,UTA,1,shot - 52,0,20400767,33.0,84.2
6947,6948,3.0,0.0,2004-05,1.0,Center(C),Goal Area,2005-02-15,UTA,1,0,shot - 4,20400767,20.0,3.0
6949,6950,4.0,0.0,2004-05,1.0,Right Side Center(RC),Penalty Spot,2005-02-15,UTA,1,shot - 36,0,20400767,44.0,4.0
6950,6951,4.0,0.0,2004-05,0.0,Center(C),Goal Area,2005-02-15,UTA,1,shot - 39,0,20400767,20.0,3.0
6952,6953,1.0,0.0,2004-05,0.0,Left Side Center(LC),Penalty Spot,2005-02-22,BOS,1,shot - 50,0,20400789,44.0,4.0
6953,6954,1.0,0.0,2004-05,1.0,Center(C),Goal Area,2005-02-22,BOS,1,shot - 32,0,20400789,20.0,3.0
6954,6955,1.0,0.0,2004-05,0.0,Right Side Center(RC),Penalty Spot,2005-02-22,BOS,1,shot - 34,0,20400789,49.0,2.0
6955,6956,1.0,0.0,2004-05,0.0,Right Side(R),Right Corner,2005-02-22,BOS,1,shot - 12,0,20400789,43.0,0.0
6956,6957,2.0,0.0,2004-05,0.0,Right Side(R),Mid Range,2005-02-22,BOS,1,shot - 32,0,20400789,37.0,41.2
6957,6958,2.0,0.0,2004-05,0.0,Right Side(R),Mid Range,2005-02-22,BOS,1,shot - 47,0,20400789,39.2,7.0
6958,6959,2.0,0.0,2004-05,0.0,Center(C),U,2005-02-22,BOS,1,shot - 39,0,20400789,20.0,6.0
6959,6960,2.0,0.0,2004-05,1.0,U,Goal Area,2005-02-22,BOS,1,0,shot - 4,20400789,16.2,4.0
6960,6961,2.0,0.0,2004-05,1.0,Center(C),Goal Area,2005-02-22,BOS,1,0,shot - 4,20400789,20.0,2.0
6961,6962,3.0,0.0,2004-05,1.0,Center(C),Goal Area,2005-02-22,BOS,1,shot - 39,0,20400789,20.0,10.0
6964,6965,4.0,0.0,2004-05,1.0,U,Mid Range,2005-02-22,BOS,1,0,shot - 3,20400789,38.0,2.0
6966,6967,1.0,0.0,2004-05,1.0,Center(C),Goal Area,2005-02-23,POR,0,shot - 4,0,20400799,20.0,9.0
6967,6968,1.0,0.0,2004-05,0.0,Left Side Center(LC),Penalty Spot,2005-02-23,POR,0,shot - 13,0,20400799,45.0,2.0
6968,6969,1.0,0.0,2004-05,1.0,Center(C),Goal Line,2005-02-23,POR,0,0,shot - 3,20400799,25.0,2.0
6969,6970,2.0,0.0,2004-05,1.0,Right Side Center(RC),Penalty Spot,2005-02-23,POR,0,0,shot - 3,20400799,43.0,8.0
6970,6971,2.0,0.0,2004-05,1.0,Right Side Center(RC),Mid Range,2005-02-23,POR,0,0,shot - 3,20400799,62.2,6.0
6972,6973,2.0,0.0,2004-05,0.0,Center(C),Goal Area,2005-02-23,POR,0,shot - 39,0,20400799,20.0,86.64
6973,6974,2.0,0.0,2004-05,0.0,Left Side Center(LC),Penalty Spot,2005-02-23,POR,0,0,shot - 3,20400799,44.0,0.0
6974,6975,3.0,0.0,2004-05,0.0,Left Side(L),Mid Range,2005-02-23,POR,0,shot - 36,0,20400799,40.0,10.0
6975,6976,3.0,112.928,2004-05,0.0,Right Side Center(RC),Penalty Spot,2005-02-23,POR,0,shot - 52,0,20400799,44.0,47.64
6976,6977,3.0,0.0,2004-05,1.0,Center(C),Goal Area,2005-02-23,POR,0,shot - 24,0,20400799,25.5863,44.2
6977,6978,4.0,103.8,2004-05,0.0,Center(C),Goal Area,2005-02-23,POR,0,shot - 39,0,20400799,20.0,5.0
6979,6980,4.0,0.0,2004-05,1.0,Center(C),Goal Area,2005-02-23,POR,0,shot - 39,0,20400799,20.0,2.0
6981,6982,4.0,0.0,2004-05,0.0,Right Side Center(RC),Mid Range,2005-02-23,POR,0,0,shot - 3,20400799,41.0,1.0
6982,6983,1.0,0.0,2004-05,1.0,Center(C),Goal Area,2005-02-25,DET,1,shot - 39,0,20400811,20.0,4.0
6983,6984,2.0,0.0,2004-05,1.0,Center(C),Goal Area,2005-02-25,DET,1,shot - 4,0,20400811,20.0,9.0
6984,6985,2.0,0.0,2004-05,1.0,Center(C),Goal Area,2005-02-25,DET,1,shot - 46,0,20400811,22.0,76.64
6985,6986,2.0,0.0,2004-05,1.0,Left Side Center(LC),Mid Range,2005-02-25,DET,1,0,shot - 3,20400811,36.0,7.0
6986,6987,2.0,0.0,2004-05,0.0,Left Side(L),Mid Range,2005-02-25,DET,1,shot - 26,0,20400811,29.2,5.0
6988,6989,2.0,0.0,2004-05,0.0,U,Penalty Spot,2005-02-25,DET,1,0,shot - 3,20400811,45.0,28.2
6990,6991,3.0,0.0,2004-05,0.0,Center(C),Goal Line,2005-02-25,DET,1,0,shot - 3,20400811,55.2,41.64
6991,6992,3.0,0.0,2004-05,1.0,Left Side Center(LC),Penalty Spot,2005-02-25,DET,1,0,shot - 3,20400811,47.0,0.0
6992,6993,3.0,0.0,2004-05,0.0,Right Side Center(RC),Mid Range,2005-02-25,DET,1,0,shot - 3,20400811,41.0,0.0
6993,6994,4.0,0.0,2004-05,0.0,Center(C),Penalty Spot,2005-02-25,DET,1,shot - 36,0,20400811,47.0,5.0
6994,6995,1.0,0.0,2004-05,1.0,Right Side Center(RC),Penalty Spot,2005-02-27,TOR,0,0,shot - 3,20400819,44.0,99.64
6995,6996,1.0,0.0,2004-05,1.0,Right Side(R),Mid Range,2005-02-27,TOR,0,shot - 36,0,20400819,35.0,7.0
6996,6997,1.0,0.0,2004-05,0.0,Right Side Center(RC),Penalty Spot,2005-02-27,TOR,0,0,shot - 3,20400819,45.0,7.0
6998,6999,1.0,0.0,2004-05,1.0,Right Side(R),Goal Line,2005-02-27,TOR,0,0,shot - 3,20400819,29.0,3.0
6999,7000,1.0,0.0,2004-05,1.0,Center(C),Goal Area,2005-02-27,TOR,0,0,shot - 1,20400819,20.0,0.0
7000,7001,1.0,0.0,2004-05,0.0,Left Side(L),Mid Range,2005-02-27,TOR,0,shot - 36,0,20400819,40.0,0.0
7001,7002,1.0,0.0,2004-05,1.0,Center(C),Goal Area,2005-02-27,TOR,0,0,shot - 1,20400819,20.0,0.0
7002,7003,2.0,0.0,2004-05,1.0,Right Side(R),Mid Range,2005-02-27,TOR,0,shot - 3,0,20400819,33.0,62.64
7005,7006,2.0,0.0,2004-05,1.0,Center(C),Goal Area,2005-02-27,TOR,0,shot - 46,0,20400819,20.0,4.0
7006,7007,3.0,0.0,2004-05,0.0,Right Side(R),Mid Range,2005-02-27,TOR,0,shot - 18,0,20400819,34.0,112.2
7007,7008,3.0,0.0,2004-05,1.0,Left Side(L),U,2005-02-27,TOR,0,shot - 52,0,20400819,58.2,0.0
7008,7009,3.0,0.0,2004-05,0.0,Center(C),Goal Area,2005-02-27,TOR,0,shot - 23,0,20400819,20.0,11.0
7009,7010,3.0,0.0,2004-05,0.0,Left Side Center(LC),Mid Range,2005-02-27,TOR,0,shot - 5,0,20400819,38.0,8.0
7011,7012,3.0,0.0,2004-05,0.0,Right Side Center(RC),U,2005-02-27,TOR,0,shot - 16,0,20400819,44.0,1.0
7012,7013,3.0,0.0,2004-05,0.0,Right Side(R),Mid Range,2005-02-27,TOR,0,shot - 36,0,20400819,35.0,0.0
7013,7014,4.0,0.0,2004-05,1.0,U,Goal Area,2005-02-27,TOR,0,shot - 4,0,20400819,20.0,66.64
7014,7015,4.0,0.0,2004-05,1.0,Right Side(R),Mid Range,2005-02-27,TOR,0,shot - 15,0,20400819,34.0,21.64
7016,7017,4.0,0.0,2004-05,0.0,Right Side Center(RC),Penalty Spot,2005-02-27,TOR,0,0,shot - 3,20400819,46.0,3.0
7017,7018,4.0,0.0,2004-05,0.0,Center(C),Goal Area,2005-02-27,TOR,0,0,shot - 4,20400819,37.7,1.0
7018,7019,4.0,0.0,2004-05,0.0,Right Side Center(RC),Penalty Spot,2005-02-27,TOR,0,0,shot - 3,20400819,44.0,0.0
7020,7021,1.0,0.0,2004-05,1.0,Left Side(L),Mid Range,2005-02-28,NYK,0,shot - 52,0,20400831,35.0,80.2
7021,7022,1.0,0.0,2004-05,1.0,Center(C),Goal Area,2005-02-28,NYK,0,shot - 39,0,20400831,20.0,9.0
7022,7023,1.0,0.0,2004-05,0.0,Right Side(R),Mid Range,2005-02-28,NYK,0,shot - 15,0,20400831,33.0,8.0
7023,7024,1.0,0.0,2004-05,1.0,Center(C),Goal Area,2005-02-28,NYK,0,0,shot - 4,20400831,20.0,3.0
7024,7025,3.0,0.0,2004-05,0.0,Center(C),Goal Line,2005-02-28,NYK,0,0,shot - 3,20400831,56.728,6.0
7025,7026,2.0,0.0,2004-05,1.0,U,Mid Range,2005-02-28,NYK,0,0,shot - 3,20400831,44.2,5.0
7027,7028,2.0,0.0,2004-05,0.0,Center(C),Goal Area,2005-02-28,NYK,0,shot - 39,0,20400831,36.2,1.0
7028,7029,3.0,0.0,2004-05,0.0,Center(C),Goal Line,2005-02-28,NYK,0,shot - 1,0,20400831,25.0,10.0
7029,7030,3.0,0.0,2004-05,0.0,Left Side Center(LC),Mid Range,2005-02-28,NYK,0,shot - 36,0,20400831,41.0,10.0
7030,7031,4.0,0.0,2004-05,0.0,Left Side Center(LC),Penalty Spot,2005-02-28,NYK,0,0,shot - 3,20400831,61.7,8.0
7031,7032,4.0,0.0,2004-05,0.0,Left Side(L),Left Corner,2005-02-28,NYK,0,shot - 2,0,20400831,42.0,110.64
7032,7033,4.0,0.0,2004-05,1.0,Center(C),Penalty Spot,2005-02-28,NYK,0,shot - 24,0,20400831,46.0,0.0
7033,7034,5.0,0.0,2004-05,0.0,Center(C),U,2005-02-28,NYK,0,shot - 39,0,20400831,20.0,2.0
7034,7035,5.0,0.0,2004-05,1.0,U,Goal Line,2005-02-28,NYK,0,shot - 44,0,20400831,27.0,2.0
7035,7036,5.0,0.0,2004-05,0.0,Left Side Center(LC),Penalty Spot,2005-02-28,NYK,0,shot - 12,0,20400831,46.0,1.0
7036,7037,1.0,0.0,2004-05,1.0,Right Side Center(RC),Mid Range,2005-03-02,BOS,0,0,shot - 3,20400845,40.0,11.0
7037,7038,1.0,0.0,2004-05,1.0,Center(C),Goal Area,2005-03-02,BOS,0,shot - 46,0,20400845,22.0,7.0
7038,7039,1.0,0.0,2004-05,1.0,Center(C),Mid Range,2005-03-02,BOS,0,shot - 2,0,20400845,34.0,59.64
7039,7040,1.0,0.0,2004-05,0.0,U,Penalty Spot,2005-03-02,BOS,0,shot - 11,0,20400845,46.0,3.0
7040,7041,1.0,0.0,2004-05,1.0,Center(C),Goal Line,2005-03-02,BOS,0,0,shot - 3,20400845,26.0,3.0
7042,7043,1.0,0.0,2004-05,0.0,Right Side(R),Mid Range,2005-03-02,BOS,0,0,shot - 3,20400845,44.2,1.0
7043,7044,1.0,0.0,2004-05,1.0,Center(C),Penalty Spot,2005-03-02,BOS,0,shot - 10,0,20400845,47.0,0.0
7044,7045,2.0,0.0,2004-05,0.0,Center(C),Goal Area,2005-03-02,BOS,0,0,shot - 4,20400845,20.0,11.0
7045,7046,2.0,0.0,2004-05,1.0,Right Side(R),U,2005-03-02,BOS,0,0,shot - 3,20400845,30.0,63.2
7046,7047,2.0,0.0,2004-05,0.0,Left Side(L),Mid Range,2005-03-02,BOS,0,0,shot - 3,20400845,35.7,8.0
7047,7048,2.0,0.0,2004-05,0.0,Center(C),Goal Line,2005-03-02,BOS,0,0,shot - 3,20400845,26.0,43.64
7048,7049,2.0,0.0,2004-05,0.0,Left Side Center(LC),Penalty Spot,2005-03-02,BOS,0,shot - 26,0,20400845,47.364,90.2
7049,7050,3.0,0.0,2004-05,0.0,Center(C),U,2005-03-02,BOS,0,0,shot - 3,20400845,42.2,10.0
7050,7051,3.0,0.0,2004-05,1.0,Center(C),Goal Area,2005-03-02,BOS,0,0,shot - 4,20400845,22.0,6.0
7051,7052,3.0,0.0,2004-05,1.0,Center(C),Goal Area,2005-03-02,BOS,0,shot - 39,0,20400845,21.0,117.64
7052,7053,3.0,0.0,2004-05,0.0,Center(C),Goal Area,2005-03-02,BOS,0,0,shot - 4,20400845,20.0,64.2
7053,7054,3.0,0.0,2004-05,0.0,Left Side(L),Left Corner,2005-03-02,BOS,0,0,shot - 3,20400845,44.0,3.0
7054,7055,4.0,0.0,2004-05,0.0,U,Mid Range,2005-03-02,BOS,0,shot - 16,0,20400845,36.7,8.0
7056,7057,4.0,0.0,2004-05,0.0,Center(C),Goal Line,2005-03-02,BOS,0,0,shot - 3,20400845,49.7,8.0
7057,7058,4.0,0.0,2004-05,0.0,Left Side Center(LC),Penalty Spot,2005-03-02,BOS,0,0,shot - 3,20400845,45.0,1.0
7058,7059,4.0,0.0,2004-05,0.0,Left Side(L),Mid Range,2005-03-02,BOS,0,shot - 53,0,20400845,35.0,1.0
7059,7060,4.0,0.0,2004-05,0.0,Right Side Center(RC),Penalty Spot,2005-03-02,BOS,0,0,shot - 3,20400845,41.4,0.0
7061,7062,1.0,0.0,2004-05,1.0,Center(C),Goal Area,2005-03-04,DAL,1,shot - 39,0,20400864,20.0,9.0
7062,7063,1.0,0.0,2004-05,1.0,Center(C),Goal Area,2005-03-04,DAL,1,0,shot - 1,20400864,46.7,4.0
7063,7064,1.0,0.0,2004-05,0.0,Left Side(L),Mid Range,2005-03-04,DAL,1,shot - 36,0,20400864,35.0,3.0
7064,7065,1.0,0.0,2004-05,0.0,Left Side Center(LC),Penalty Spot,2005-03-04,DAL,1,0,shot - 3,20400864,45.0,0.0
7065,7066,2.0,0.0,2004-05,0.0,Center(C),Goal Line,2005-03-04,DAL,1,0,shot - 3,20400864,26.2,10.0
7066,7067,2.0,0.0,2004-05,1.0,Center(C),Mid Range,2005-03-04,DAL,1,0,shot - 3,20400864,36.0,17.0
7067,7068,2.0,0.0,2004-05,0.0,Center(C),Goal Area,2005-03-04,DAL,1,shot - 39,0,20400864,28.7,8.0
7069,7070,2.0,0.0,2004-05,0.0,Right Side Center(RC),Penalty Spot,2005-03-04,DAL,1,0,shot - 3,20400864,45.0,5.0
7071,7072,2.0,0.0,2004-05,0.0,Center(C),Goal Area,2005-03-04,DAL,1,shot - 39,0,20400864,20.0,4.0
7072,7073,2.0,0.0,2004-05,1.0,U,Goal Area,2005-03-04,DAL,1,shot - 39,0,20400864,20.0,61.64
7073,7074,2.0,0.0,2004-05,1.0,Right Side(R),Mid Range,2005-03-04,DAL,1,shot - 38,0,20400864,31.0,2.0
7074,7075,2.0,0.0,2004-05,0.0,Right Side(R),Mid Range,2005-03-04,DAL,1,shot - 19,0,20400864,35.0,0.0
7075,7076,2.0,0.0,2004-05,0.0,Right Side Center(RC),Penalty Spot,2005-03-04,DAL,1,shot - 34,0,20400864,51.0,0.0
7076,7077,3.0,0.0,2004-05,0.0,Center(C),Mid Range,2005-03-04,DAL,1,0,shot - 3,20400864,40.0,11.0
7077,7078,3.0,0.0,2004-05,1.0,Center(C),Goal Area,2005-03-04,DAL,1,shot - 32,0,20400864,20.0,10.0
7078,7079,3.0,0.0,2004-05,1.0,Center(C),Goal Area,2005-03-04,DAL,1,0,shot - 4,20400864,20.0,7.0
7079,7080,3.0,0.0,2004-05,1.0,Center(C),Goal Area,2005-03-04,DAL,1,0,shot - 4,20400864,20.0,70.2
7080,7081,4.0,0.0,2004-05,0.0,Left Side Center(LC),Penalty Spot,2005-03-04,DAL,1,shot - 52,0,20400864,44.0,11.0
7082,7083,4.0,0.0,2004-05,1.0,Left Side(L),Mid Range,2005-03-04,DAL,1,shot - 5,0,20400864,63.7,8.0
7083,7084,4.0,0.0,2004-05,0.0,Center(C),Goal Area,2005-03-04,DAL,1,shot - 39,0,20400864,20.0,4.0
7084,7085,4.0,0.0,2004-05,0.0,Right Side(R),Mid Range,2005-03-04,DAL,1,shot - 14,0,20400864,31.0,3.0
7085,7086,3.0,0.0,2004-05,1.0,Center(C),Goal Area,2005-03-04,DAL,1,0,shot - 4,20400864,20.0,2.0
7086,7087,4.0,0.0,2004-05,1.0,Left Side(L),Mid Range,2005-03-04,DAL,1,0,shot - 3,20400864,33.0,1.0
7088,7089,1.0,0.0,2004-05,0.0,Right Side Center(RC),Mid Range,2005-03-06,IND,1,0,shot - 3,20400880,38.0,7.0
7089,7090,1.0,0.0,2004-05,0.0,Center(C),Goal Area,2005-03-06,IND,1,shot - 46,0,20400880,20.0,2.0
7090,7091,1.0,0.0,2004-05,1.0,Center(C),Goal Area,2005-03-06,IND,1,0,shot - 4,20400880,20.0,1.0
7091,7092,2.0,0.0,2004-05,0.0,Center(C),U,2005-03-06,IND,1,shot - 39,0,20400880,20.0,7.0
7092,7093,2.0,0.0,2004-05,1.0,Center(C),Goal Line,2005-03-06,IND,1,shot - 5,0,20400880,35.0,5.0
7093,7094,2.0,0.0,2004-05,1.0,Center(C),Goal Area,2005-03-06,IND,1,shot - 4,0,20400880,51.2,4.0
7095,7096,2.0,0.0,2004-05,0.0,Center(C),Goal Area,2005-03-06,IND,1,0,shot - 4,20400880,20.0,55.64
7096,7097,2.0,0.0,2004-05,0.0,Center(C),Goal Area,2005-03-06,IND,1,shot - 39,0,20400880,20.0,2.0
7099,7100,3.0,0.0,2004-05,0.0,Center(C),Goal Area,2005-03-06,IND,1,shot - 39,0,20400880,20.0,5.0
7100,7101,3.0,0.0,2004-05,1.0,Center(C),Goal Area,2005-03-06,IND,1,shot - 4,0,20400880,20.0,4.0
7101,7102,3.0,0.0,2004-05,0.0,Left Side(L),Mid Range,2005-03-06,IND,1,0,shot - 3,20400880,40.0,4.0
7102,7103,3.0,0.0,2004-05,1.0,Center(C),Goal Area,2005-03-06,IND,1,shot - 4,0,20400880,25.2,2.0
7103,7104,3.0,0.0,2004-05,1.0,Right Side Center(RC),Mid Range,2005-03-06,IND,1,shot - 23,0,20400880,39.0,1.0
7104,7105,3.0,0.0,2004-05,1.0,Left Side Center(LC),Mid Range,2005-03-06,IND,1,0,shot - 3,20400880,75.4,0.0
7105,7106,4.0,0.0,2004-05,1.0,Center(C),Mid Range,2005-03-06,IND,1,0,shot - 3,20400880,35.0,8.0
7106,7107,4.0,0.0,2004-05,0.0,Center(C),Goal Area,2005-03-06,IND,1,0,shot - 4,20400880,20.0,7.0
7108,7109,4.0,0.0,2004-05,0.0,Left Side Center(LC),Penalty Spot,2005-03-06,IND,1,shot - 34,0,20400880,46.0,3.0
7109,7110,4.0,0.0,2004-05,0.0,Left Side Center(LC),Mid Range,2005-03-06,IND,1,0,shot - 3,20400880,38.0,2.0
7110,7111,4.0,0.0,2004-05,0.0,Left Side Center(LC),Penalty Spot,2005-03-06,IND,1,shot - 13,0,20400880,46.0,0.0
7111,7112,1.0,0.0,2004-05,0.0,Left Side Center(LC),Mid Range,2005-03-08,LAC,1,0,shot - 3,20400895,37.0,11.0
7112,7113,1.0,0.0,2004-05,1.0,Center(C),Goal Area,2005-03-08,LAC,1,0,shot - 4,20400895,20.0,7.0
7113,7114,1.0,0.0,2004-05,1.0,Right Side Center(RC),Penalty Spot,2005-03-08,LAC,1,0,shot - 3,20400895,47.0,32.64
7114,7115,1.0,0.0,2004-05,1.0,Center(C),Goal Area,2005-03-08,LAC,1,0,shot - 3,20400895,23.0,4.0
7115,7116,1.0,0.0,2004-05,0.0,Center(C),Goal Area,2005-03-08,LAC,1,0,shot - 4,20400895,20.0,2.0
7116,7117,2.0,0.0,2004-05,0.0,Center(C),Goal Line,2005-03-08,LAC,1,shot - 23,0,20400895,27.0,40.64
7117,7118,2.0,0.0,2004-05,1.0,Center(C),Goal Area,2005-03-08,LAC,1,0,shot - 4,20400895,25.7,7.0
7118,7119,2.0,0.0,2004-05,1.0,Center(C),Goal Area,2005-03-08,LAC,1,0,shot - 4,20400895,20.2,7.0
7119,7120,2.0,0.0,2004-05,1.0,Left Side(L),Mid Range,2005-03-08,LAC,1,shot - 12,0,20400895,35.0,4.0
7121,7122,2.0,0.0,2004-05,0.0,Left Side Center(LC),Penalty Spot,2005-03-08,LAC,1,0,shot - 3,20400895,45.0,114.64
7122,7123,3.0,0.0,2004-05,1.0,Center(C),Goal Line,2005-03-08,LAC,1,shot - 52,0,20400895,26.0,11.0
7123,7124,3.0,0.0,2004-05,0.0,Center(C),Goal Line,2005-03-08,LAC,1,shot - 46,0,20400895,31.0,5.0
7125,7126,3.0,0.0,2004-05,0.0,Center(C),Goal Area,2005-03-08,LAC,1,shot - 39,0,20400895,20.0,2.0
7126,7127,3.0,0.0,2004-05,1.0,Center(C),Goal Area,2005-03-08,LAC,1,shot - 39,0,20400895,20.0,2.0
7127,7128,3.0,0.0,2004-05,1.0,Center(C),Goal Area,2005-03-08,LAC,1,shot - 18,0,20400895,20.0,46.64
7128,7129,3.0,0.0,2004-05,0.0,Center(C),Goal Area,2005-03-08,LAC,1,shot - 39,0,20400895,20.0,0.0
7129,7130,4.0,0.0,2004-05,1.0,Center(C),Goal Area,2005-03-08,LAC,1,shot - 18,0,20400895,20.0,4.0
